"Kind","Key","Count","Branches"
"same_tree","90bfcd57f5d4c6f72a19dd7275872a4de206d337","2","rescue/no-perder-nada-20260615-171019/stash/3;rescue/no-perder-nada-20260615-180121/stash/3"
"same_tree","4bec8004b2dc4ea74a8a6a0337eeff5b2be44f08","2","rescue/no-perder-nada-20260615-171019/stash/33;rescue/no-perder-nada-20260615-180121/stash/33"
"same_file_set","d383d79e53f30923fcc42a0ed2c13d32e95ef2a0580a8047742c4fa1d47289f3","2","rescue/no-perder-nada-20260615-171019/stash/24;rescue/no-perder-nada-20260615-180121/stash/24"
"same_file_set","6c08aa5dd7e685ab7e8a13d7fd9dcbe09937b49d77ab6deae14ab2fa9bef5d32","2","rescue/no-perder-nada-20260615-171019/stash/4;rescue/no-perder-nada-20260615-180121/stash/4"
"same_file_set","3c7244b1b4507516551bec82968e915222be5cfea8d7171eee69066c5d345736","2","rescue/no-perder-nada-20260615-171019/stash/19;rescue/no-perder-nada-20260615-180121/stash/19"
"same_file_set","92ba1098f727bdbd77f4dfd963a8fd7a8f521de48c90637b251b675d36454158","2","rescue/no-perder-nada-20260615-171019/stash/2;rescue/no-perder-nada-20260615-180121/stash/2"
"same_file_set","7e3173b94c00688a2a11de7b73a2120061d11fda8383ed3ce35bb38ba6b498f9","2","rescue/no-perder-nada-20260615-171019/stash/7;rescue/no-perder-nada-20260615-180121/stash/7"
"same_file_set","85f67fb0435814cf455e921a659af10c8e8559231eccdd32587f544692e6f369","2","rescue/no-perder-nada-20260615-171019/stash/28;rescue/no-perder-nada-20260615-180121/stash/28"
"same_file_set","e4d10ad14a4ac207214a6f458dbfe7b5d12d694d1a28e5bc4df43085c3fa6635","2","rescue/no-perder-nada-20260615-171019/stash/25;rescue/no-perder-nada-20260615-180121/stash/25"
"same_file_set","37c0f64371fb07e2e1674547341629a9cdfb316a2d20176ad485e2af10197d65","2","rescue/no-perder-nada-20260615-171019/stash/21;rescue/no-perder-nada-20260615-180121/stash/21"
"same_file_set","e8abb8cca952aaa3640dc0d8334e36685e17f3ee42e9f5a93060f7309bce1e34","2","rescue/no-perder-nada-20260615-171019/uncommitted/004-C-/tmp/S_Hospital_f6_global_design;rescue/no-perder-nada-20260615-180121/uncommitted/004"
"same_file_set","f3fee0eae639d8d3c893298311af7cde5f5dd8114477a3d39540ab83cf7bcd78","2","rescue/no-perder-nada-20260615-171019/stash/23;rescue/no-perder-nada-20260615-180121/stash/23"
"same_file_set","92bf63ece29502ec32b2c2e3e96e9295eb119a728387db407d53f054138ff2d7","2","audit/f6-post-approval-sensitive-c851057f;merge/f6-approved-a9377e9f"
"same_file_set","15b5c6504267888db55c6d4bcebd52aa8b5347d8e30033e5cdf4eedbf3f93a55","2","rescue/no-perder-nada-20260615-171019/stash/31;rescue/no-perder-nada-20260615-180121/stash/31"
"same_file_set","d4e6ab391f75f89c4592a65637f8fa468b77930d994c20ad11aa38755a92d897","2","rescue/no-perder-nada-20260615-171019/stash/16;rescue/no-perder-nada-20260615-180121/stash/16"
"same_file_set","5010802f6b38d59f59e2af55fe51727fa02c09bed832c20e7f0ab16c50d3abff","2","rescue/no-perder-nada-20260615-171019/stash/29;rescue/no-perder-nada-20260615-180121/stash/29"
"same_file_set","b1f129e1838a240504ddc8c8d00f6ef427007d25ca99eaec6a89acfac2532ce4","2","rescue/no-perder-nada-20260615-171019/stash/5;rescue/no-perder-nada-20260615-180121/stash/5"
"same_file_set","61be1555470ecdfc7cf463163d3c1c704f9d35bc66ba68e401aec13709632247","2","rescue/no-perder-nada-20260615-171019/stash/17;rescue/no-perder-nada-20260615-180121/stash/17"
"same_file_set","00e44e03c83bc5118afeb809d732b6d98444a24dae01f99024e6d67f4144d037","2","rescue/no-perder-nada-20260615-171019/stash/18;rescue/no-perder-nada-20260615-180121/stash/18"
"same_file_set","f13b5a3550866968b7e81d9b05a41b5378970029b3f26aba105572d675c45c3a","2","rescue/no-perder-nada-20260615-171019/stash/15;rescue/no-perder-nada-20260615-180121/stash/15"
"same_file_set","4b071e2455949212e95abdd5dd9274a357d7489682b0ab846c434efae7c6fd92","2","rescue/no-perder-nada-20260615-171019/stash/9;rescue/no-perder-nada-20260615-180121/stash/9"
"same_file_set","29104f08ddafd02a701c56aaff2c2231e0ed17870293f1b744e6daf0cf8d3af8","2","rescue/no-perder-nada-20260615-171019/stash/3;rescue/no-perder-nada-20260615-180121/stash/3"
"same_file_set","3e66b5d53311150c5a148b44b66bf1a754459f6de12708d32ed6da1416180e1a","2","rescue/no-perder-nada-20260615-171019/stash/32;rescue/no-perder-nada-20260615-180121/stash/32"
"same_file_set","2e12bc08aa403369c5c951afa10b185b96741f57828ee643ad18762d36b2d091","2","rescue/no-perder-nada-20260615-171019/stash/34;rescue/no-perder-nada-20260615-180121/stash/34"
"same_file_set","82b2293f0944d35972f9e3f6d138849bc856b7aa6bf14de4c5756f343023dde8","2","rescue/no-perder-nada-20260615-171019/stash/6;rescue/no-perder-nada-20260615-180121/stash/6"
"same_file_set","0b2571f1ea6750a7e378db1f7897eed7fd6d8d81024921cbaa6768f25c5deaff","2","rescue/no-perder-nada-20260615-171019/stash/0;rescue/no-perder-nada-20260615-180121/stash/0"
"same_file_set","46b24ae3245dd423767e4b1bfef213df35930593052a4171c760b6c0b120c02a","2","rescue/no-perder-nada-20260615-171019/stash/27;rescue/no-perder-nada-20260615-180121/stash/27"
"same_file_set","e0a1beb25c6119f8422eb104d712ec95d0f21e738b962c6bd5a220fed444f9cd","2","rescue/no-perder-nada-20260615-171019/stash/20;rescue/no-perder-nada-20260615-180121/stash/20"
"same_file_set","489afb3e8015fa8bc8e1d14940d133ea359577a6098c97d10d83ea0dd50d9344","2","audit/f6-post-approval-sensitive-a979d5b7;codex/f6-operational-polish"
